timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
1925481,800000.0,1.0,0.0,0.0,30,0,0.0,1,0,0,0,0,0.0,3,5,0,0,0,1,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2684125,800000.0,1.0,0.0,0.0,181,0,0.0,1,0,0,0,0,0.0,3,5,0,0,0,1,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2867259,800000.0,1.0,9356.593,0.0,226,0,44.863792,4,0,0,0,0,0.0,3,5,0,0,0,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3079335,800000.0,1.0,9356.593,0.0,271,0,44.863792,5,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3827505,800000.0,1.0,9356.593,0.0,1287,0,44.863792,12,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3914350,800000.0,1.0,46086.266,0.0,1314,0,272.05704,18,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4675553,800000.0,1.0,46086.266,0.0,1489,0,272.05704,18,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4926881,800000.0,1.0,16767.195,0.0,1550,0,122.91346,20,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5687790,800000.0,1.0,16767.195,0.0,1788,0,122.91346,20,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5920135,800000.0,1.0,19985.475,0.0,1871,0,46.956474,22,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6679874,800000.0,1.0,19985.475,0.0,2128,0,46.956474,22,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6922586,800000.0,1.0,21255.424,0.0,2214,0,46.90825,24,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7679746,800000.0,1.0,21255.424,0.0,2471,0,46.90825,24,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7922281,800000.0,1.0,21325.594,0.0,2557,0,46.957268,26,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8674871,800000.0,1.0,21325.594,0.0,2812,0,46.957268,26,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8920981,800000.0,1.0,21275.98,0.0,2900,0,46.951405,28,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9673025,800000.0,1.0,21275.98,0.0,3153,0,46.951405,28,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9921309,800000.0,1.0,21188.48,0.0,3243,0,46.824272,30,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10914341,800000.0,1.0,21534.291,0.0,3586,0,46.98318,32,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11675242,800000.0,1.0,21534.291,0.0,3848,0,46.98318,32,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11920854,800000.0,1.0,21460.215,0.0,3938,0,46.913025,34,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12674867,800000.0,1.0,21460.215,0.0,4196,0,46.913025,34,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12910716,800000.0,1.0,21558.86,0.0,4281,0,46.90614,36,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13667872,800000.0,1.0,21558.86,0.0,4542,0,46.90614,36,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13924183,800000.0,1.0,21550.47,0.0,4634,0,46.953094,38,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14671532,800000.0,1.0,21550.47,0.0,4909,0,46.953094,39,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14926595,800000.0,1.0,22090.318,0.0,5001,0,64.93039,41,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15685538,800000.0,1.0,22090.318,0.0,5264,0,64.93039,41,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15930680,800000.0,1.0,21549.38,0.0,5349,0,46.948544,43,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16684861,800000.0,1.0,21549.38,0.0,5610,0,46.948544,43,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16924738,800000.0,1.0,21530.654,0.0,5697,0,46.83827,45,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17685731,800000.0,1.0,21530.654,0.0,5960,0,46.83827,45,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17918053,800000.0,1.0,21555.828,0.0,6043,0,46.96041,47,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18682528,800000.0,1.0,21555.828,0.0,6304,0,46.96041,47,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18915159,800000.0,1.0,21619.643,0.0,6390,0,46.858345,49,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19672306,800000.0,1.0,21619.643,0.0,6649,0,46.858345,49,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19913348,800000.0,1.0,21570.268,0.0,6736,0,46.9984,51,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20666999,800000.0,1.0,21570.268,0.0,6995,0,46.9984,51,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20921787,800000.0,1.0,21590.154,0.0,7087,0,46.972054,53,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21673873,800000.0,1.0,21590.154,0.0,7345,0,46.972054,53,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21926584,800000.0,1.0,21807.107,0.0,7437,0,46.86484,55,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22681384,800000.0,1.0,21807.107,0.0,7696,0,46.86484,55,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22926431,800000.0,1.0,21581.418,0.0,7785,0,46.953045,57,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23680778,800000.0,1.0,21581.418,0.0,8044,0,46.953045,57,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23924855,800000.0,1.0,21529.941,0.0,8133,0,46.90619,59,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24688393,800000.0,1.0,21529.941,0.0,8396,0,46.90619,59,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24927478,800000.0,1.0,21553.291,0.0,8481,0,46.89402,61,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25684947,800000.0,1.0,21553.291,0.0,8744,0,46.89402,61,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25914812,800000.0,1.0,21625.955,0.0,8826,0,46.965153,63,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26668165,800000.0,1.0,21625.955,0.0,9085,0,46.965153,63,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26931749,800000.0,1.0,21630.055,0.0,9177,0,46.798904,65,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27681351,800000.0,1.0,21630.055,0.0,9436,0,46.798904,65,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27924504,800000.0,1.0,21490.082,0.0,9525,0,46.81284,67,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28674189,800000.0,1.0,21490.082,0.0,9783,0,46.81284,67,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28930341,800000.0,1.0,21684.006,0.0,9873,0,46.86601,69,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29690054,800000.0,1.0,21684.006,0.0,10136,0,46.86601,69,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29920974,800000.0,1.0,21550.832,0.0,10219,0,46.96041,71,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30675774,800000.0,1.0,21550.832,0.0,10479,0,46.96041,71,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30922820,800000.0,1.0,21587.055,0.0,10566,0,46.969658,73,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31680732,800000.0,1.0,21587.055,0.0,10827,0,46.969658,73,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32668479,800000.0,1.0,21550.36,0.0,11173,0,46.948498,75,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32928825,800000.0,1.0,21590.645,0.0,11265,0,46.975292,77,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33687066,800000.0,1.0,21590.645,0.0,11528,0,46.975292,77,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33921796,800000.0,1.0,21518.73,0.0,11610,0,46.881763,79,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34673623,800000.0,1.0,21518.73,0.0,11869,0,46.881763,79,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34928861,800000.0,1.0,21547.162,0.0,11961,0,46.880688,81,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35678549,800000.0,1.0,21547.162,0.0,12219,0,46.880688,81,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35922747,800000.0,1.0,21529.113,0.0,12306,0,46.90221,83,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36676610,800000.0,1.0,21529.113,0.0,12567,0,46.90221,83,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36912074,800000.0,1.0,21563.424,0.0,12650,0,46.91607,85,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37666316,800000.0,1.0,21563.424,0.0,12908,0,46.91607,85,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37927356,800000.0,1.0,21809.805,0.0,13003,0,46.870636,87,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38680222,800000.0,1.0,21809.805,0.0,13263,0,46.870636,87,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38918062,800000.0,1.0,21589.824,0.0,13350,0,46.973507,89,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39670669,800000.0,1.0,21589.824,0.0,13607,0,46.973507,89,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39932318,800000.0,1.0,21558.785,0.0,13699,0,46.971207,91,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40680381,800000.0,1.0,21558.785,0.0,13959,0,46.971207,91,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40922851,800000.0,1.0,21558.94,0.0,14046,0,46.90848,93,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41682725,800000.0,1.0,21558.94,0.0,14307,0,46.90848,93,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41922929,800000.0,1.0,21553.557,0.0,14394,0,46.95764,95,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42680676,800000.0,1.0,21553.557,0.0,14655,0,46.95764,95,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42916704,800000.0,1.0,21617.049,0.0,14742,0,46.872177,97,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43674767,800000.0,1.0,21617.049,0.0,15003,0,46.872177,97,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43928323,800000.0,1.0,21556.62,0.0,15090,0,46.975197,99,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44681028,800000.0,1.0,21556.62,0.0,15351,0,46.975197,99,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44921354,800000.0,1.0,21559.57,0.0,15438,0,46.907684,101,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45679651,800000.0,1.0,21559.57,0.0,15699,0,46.907684,101,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45923792,800000.0,1.0,21539.906,0.0,15786,0,46.930073,103,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46681275,800000.0,1.0,21539.906,0.0,16047,0,46.930073,103,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46931018,800000.0,1.0,21629.39,0.0,16135,0,46.879475,105,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47679550,800000.0,1.0,21629.39,0.0,16395,0,46.879475,105,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47925600,800000.0,1.0,21624.674,0.0,16482,0,46.964542,107,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48683692,800000.0,1.0,21624.674,0.0,16743,0,46.964542,107,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48921898,800000.0,1.0,21553.482,0.0,16830,0,46.89444,109,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49676362,800000.0,1.0,21553.482,0.0,17091,0,46.89444,109,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49928867,800000.0,1.0,21522.904,0.0,17179,0,46.888683,111,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50686784,800000.0,1.0,21522.904,0.0,17442,0,46.888683,111,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50917679,800000.0,1.0,21522.904,0.0,17524,0,46.888683,113,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51671218,800000.0,1.0,21488.412,0.0,17783,0,67.90019,113,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51925020,800000.0,1.0,21565.732,0.0,17874,0,46.801933,115,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52679281,800000.0,1.0,21565.732,0.0,18133,0,46.801933,115,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52929622,800000.0,1.0,21589.27,0.0,18223,0,25.983475,117,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53679205,800000.0,1.0,21589.27,0.0,18481,0,25.983475,117,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53921769,800000.0,1.0,21589.27,0.0,18568,0,25.983475,119,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54682634,800000.0,1.0,21568.664,0.0,18829,0,67.986336,119,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54929618,800000.0,1.0,21660.75,0.0,18919,0,25.981709,121,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55685012,800000.0,1.0,21660.75,0.0,19177,0,25.981709,121,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55926381,800000.0,1.0,21660.75,0.0,19266,0,25.981709,123,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56688682,800000.0,1.0,21497.887,0.0,19530,0,67.76324,123,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56922863,800000.0,1.0,21497.887,0.0,19612,0,67.76324,125,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57683686,800000.0,1.0,21524.512,0.0,19873,0,46.831406,125,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57926101,800000.0,1.0,21524.512,0.0,19962,0,46.831406,127,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58678732,800000.0,1.0,21914.162,0.0,20221,0,46.81662,127,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58917085,800000.0,1.0,21914.162,0.0,20308,0,46.81662,129,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59673475,800000.0,1.0,21557.664,0.0,20567,0,46.901367,129,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59911959,800000.0,1.0,21557.664,0.0,20654,0,46.901367,131,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60662684,800000.0,1.0,21542.656,0.0,20910,0,46.931717,131,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60931643,800000.0,1.0,21542.656,0.0,21007,0,46.931717,133,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61683563,800000.0,1.0,21582.592,0.0,21265,0,46.953426,133,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61927410,800000.0,1.0,21582.592,0.0,21355,0,46.953426,135,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62676675,800000.0,1.0,21558.744,0.0,21613,0,46.96459,135,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62920995,800000.0,1.0,21558.744,0.0,21700,0,46.96459,137,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63673759,800000.0,1.0,21575.928,0.0,21959,0,46.93893,137,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63922466,800000.0,1.0,21575.928,0.0,22048,0,46.93893,139,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64681678,800000.0,1.0,21679.576,0.0,22309,0,46.88878,139,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64925040,800000.0,1.0,21679.576,0.0,22398,0,46.88878,141,0,0,0,0,0.0,3,5,0,0,1,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
